lambda_exact,lambda_min,epsilon_exact,p_one_use_exact_rational,p_one_use,p_one_use_lower,p_one_use_upper,p_rep,p_rep_lower,p_rep_upper,gap,gap_lower,gap_upper,asymptote_slope_exact,linear_asymptote,linear_asymptote_lower,linear_asymptote_upper,exact_one_use_domain,geometry,full_span,all_code_capacity_boundary
81/500,0.162,1/10,2801/3926,0.71344880285277636,0.713448802852776362710137544574630667345899133978604177279673,0.713448802852776362710137544574630667345899133978604177279674,0.72450563285069670,0.724505632850696696784324431519999700038077170198502473839604,0.724505632850696696784324431519999700038077170198502473839605,0.011056829997920334,0.011056829997920334074186886945369032692178036219898296559930,0.011056829997920334074186886945369032692178036219898296559931,18/289,0.010089965397923875,0.010089965397923875432525951557093425605536332179930795847750,0.010089965397923875432525951557093425605536332179930795847751,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
13/80,0.1625,1/10,112/157,0.71337579617834395,0.713375796178343949044585987261146496815286624203821656050955,0.713375796178343949044585987261146496815286624203821656050956,0.72446999542466351,0.724469995424663512458405389360713541246434145493536009136388,0.724469995424663512458405389360713541246434145493536009136389,0.011094199246319563,0.011094199246319563413819402099567044431147521289714353085433,0.011094199246319563413819402099567044431147521289714353085434,18/289,0.010121107266435986,0.010121107266435986159169550173010380622837370242214532871972,0.010121107266435986159169550173010380622837370242214532871973,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
163/1000,0.163,1/10,311/436,0.71330275229357798,0.713302752293577981651376146788990825688073394495412844036697,0.713302752293577981651376146788990825688073394495412844036698,0.72443434241059352,0.724434342410593518993568262819900792274149564119107603376757,0.724434342410593518993568262819900792274149564119107603376758,0.011131590117015537,0.011131590117015537342192116030909966586076169623694759340060,0.011131590117015537342192116030909966586076169623694759340061,18/289,0.010152249134948097,0.010152249134948096885813148788927335640138408304498269896193,0.010152249134948096885813148788927335640138408304498269896194,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
327/2000,0.1635,1/10,2798/3923,0.71322967117002294,0.713229671170022941626306398164669895488146826408360948253887,0.713229671170022941626306398164669895488146826408360948253888,0.72439867379654995,0.724398673796549948440679174182347725983905295950968488943852,0.724398673796549948440679174182347725983905295950968488943853,0.011169002626527007,0.011169002626527006814372776017677830495758469542607540689964,0.011169002626527006814372776017677830495758469542607540689965,18/289,0.010183391003460208,0.010183391003460207612456747404844290657439446366782006920415,0.010183391003460207612456747404844290657439446366782006920416,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
41/250,0.164,1/10,2797/3922,0.71315655277919429,0.713156552779194288628250892401835798062213156552779194288628,0.713156552779194288628250892401835798062213156552779194288629,0.72436298957058287,0.724362989570582870427359220496486483810287093405219973772842,0.724362989570582870427359220496486483810287093405219973772843,0.011206436791388582,0.011206436791388581799108328094650685748073936852440779484214,0.011206436791388581799108328094650685748073936852440779484215,18/289,0.010214532871972318,0.010214532871972318339100346020761245674740484429065743944636,0.010214532871972318339100346020761245674740484429065743944637,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
329/2000,0.1645,1/10,932/1307,0.71308339709257842,0.713083397092578423871461361897475133894414690130068859984697,0.713083397092578423871461361897475133894414690130068859984698,0.72432728972072917,0.724327289720729173144894605398424887132892401305358191779284,0.724327289720729173144894605398424887132892401305358191779285,0.011243892628150749,0.011243892628150749273433243500949753238477711175289331794586,0.011243892628150749273433243500949753238477711175289331794587,18/289,0.010245674740484429,0.010245674740484429065743944636678200692041522491349480968858,0.010245674740484429065743944636678200692041522491349480968859,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
33/200,0.165,1/10,559/784,0.71301020408163265,0.713010204081632653061224489795918367346938775510204081632653,0.713010204081632653061224489795918367346938775510204081632654,0.72429157423501254,0.724291574235012544301121442537667316148797522577455989767581,0.724291574235012544301121442537667316148797522577455989767582,0.011281370153379891,0.011281370153379891239896952741748948801858747067251908134928,0.011281370153379891239896952741748948801858747067251908134929,18/289,0.010276816608996540,0.010276816608996539792387543252595155709342560553633217993079,0.010276816608996539792387543252595155709342560553633217993080,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
331/2000,0.1655,1/10,2794/3919,0.71293697371778515,0.712936973717785149272773666751722378157693289104363357999489,0.712936973717785149272773666751722378157693289104363357999490,0.72425584310144345,0.724255843101443452039212518031651324321847126620345695070816,0.724255843101443452039212518031651324321847126620345695070817,0.011318869383658303,0.011318869383658302766438851279928946164153837515982337071327,0.011318869383658302766438851279928946164153837515982337071328,18/289,0.010307958477508651,0.010307958477508650519031141868512110726643598615916955017301,0.010307958477508650519031141868512110726643598615916955017302,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
83/500,0.166,1/10,931/1306,0.71286370597243492,0.712863705972434915773353751914241960183767228177641653905053,0.712863705972434915773353751914241960183767228177641653905054,0.72422009630801913,0.724220096308019125822293118593009661098218567449595561550696,0.724220096308019125822293118593009661098218567449595561550697,0.011356390335584210,0.011356390335584210048939366678767700914451339271953907645642,0.011356390335584210048939366678767700914451339271953907645643,18/289,0.010339100346020761,0.010339100346020761245674740484429065743944636678200692041522,0.010339100346020761245674740484429065743944636678200692041523,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
333/2000,0.1665,1/10,2792/3917,0.71279040081695175,0.712790400816951748787337247893796272657646157773806484554505,0.712790400816951748787337247893796272657646157773806484554506,0.72418433384272354,0.724184333842723537283812850677371664173877632157115527285657,0.724184333842723537283812850677371664173877632157115527285658,0.011393933025771788,0.011393933025771788496475602783575391516231474383309042731151,0.011393933025771788496475602783575391516231474383309042731152,18/289,0.010370242214532872,0.010370242214532871972318339100346020761245674740484429065743,0.010370242214532871972318339100346020761245674740484429065744,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
167/1000,0.167,1/10,2791/3916,0.71271705822267620,0.712717058222676200204290091930541368743615934627170582226762,0.712717058222676200204290091930541368743615934627170582226763,0.72414855569352738,0.724148555693527381043600194188906014674847892883394430316891,0.724148555693527381043600194188906014674847892883394430316892,0.011431497470851181,0.011431497470851180839310102258364645931231958256223848090129,0.011431497470851180839310102258364645931231958256223848090130,18/289,0.010401384083044983,0.010401384083044982698961937716262975778546712802768166089965,0.010401384083044982698961937716262975778546712802768166089966,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
67/400,0.1675,1/10,62/87,0.71264367816091954,0.712643678160919540229885057471264367816091954022988505747126,0.712643678160919540229885057471264367816091954022988505747127,0.72411276184838806,0.724112761848388055489526351954037290735032861017687521060442,0.724112761848388055489526351954037290735032861017687521060443,0.011469083687468515,0.011469083687468515259641294482772922918940906994699015313316,0.011469083687468515259641294482772922918940906994699015313317,18/289,0.010432525951557093,0.010432525951557093425605536332179930795847750865051903114186,0.010432525951557093425605536332179930795847750865051903114187,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
21/125,0.168,1/10,2789/3914,0.71257026060296372,0.712570260602963719979560551865099642309657639243740419008686,0.712570260602963719979560551865099642309657639243740419008687,0.72407695229524964,0.724076952295249643524704773329194458204472495174499272724118,0.724076952295249643524704773329194458204472495174499272724119,0.011506691692285924,0.011506691692285923545144221464094815894814855930758853715431,0.011506691692285923545144221464094815894814855930758853715432,18/289,0.010463667820069204,0.010463667820069204152249134948096885813148788927335640138408,0.010463667820069204152249134948096885813148788927335640138409,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
337/2000,0.1685,1/10,2788/3913,0.71249680552006133,0.712496805520061334014822386915410171224124712496805520061334,0.712496805520061334014822386915410171224124712496805520061335,0.72404112702204289,0.724041127022042893280152546944417414511757230646845303652617,0.724041127022042893280152546944417414511757230646845303652618,0.011544321501981559,0.011544321501981559265330160029007243287632518150039783591283,0.011544321501981559265330160029007243287632518150039783591284,18/289,0.010494809688581315,0.010494809688581314878892733564013840830449826989619377162629,0.010494809688581314878892733564013840830449826989619377162630,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
169/1000,0.169,1/10,929/1304,0.71242331288343558,0.712423312883435582822085889570552147239263803680981595092024,0.712423312883435582822085889570552147239263803680981595092025,0.72400528601668520,0.724005286016685198792839673699499105038547950792574306361384,0.724005286016685198792839673699499105038547950792574306361385,0.011581973133249616,0.011581973133249615970753784128946957799284147111592711269360,0.011581973133249615970753784128946957799284147111592711269361,18/289,0.010525951557093426,0.010525951557093425605536332179930795847750865051903114186851,0.010525951557093425605536332179930795847750865051903114186852,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
339/2000,0.1695,1/10,2786/3911,0.71234978266428024,0.712349782664280235233955510099718742009716185118895423165430,0.712349782664280235233955510099718742009716185118895423165431,0.72396942926708058,0.723969429267080580649052046721410828967694426595531916278764,0.723969429267080580649052046721410828967694426595531916278765,0.011619646602800345,0.011619646602800345415096536621692086957978241476636493113334,0.011619646602800345415096536621692086957978241476636493113335,18/289,0.010557093425605536,0.010557093425605536332179930795847750865051903114186851211072,0.010557093425605536332179930795847750865051903114186851211073,0 <= lambda <= 1/4; canonical P12,equal_weight_three_axis_cone,True,False
