epsilon_exact,epsilon,a_exact,c_exact,lambda_min_exact,loss_L,p_cert,p_cert_lower,p_cert_upper,p_rep,p_rep_lower,p_rep_upper,certified_width,certified_width_lower,certified_width_upper,theorem_applies,endpoint_kind,lower_p_endpoint_included,upper_p_endpoint_included,ensemble,exact_capacity_boundary
399/1000,0.399,10201/250000,239799/250000,1/3,0.96578647845828748,0.50841303160853194,0.508413031608531942696801249827138240755445645988151809677993,0.508413031608531942696801249827138240755445645988151809677994,0.50870224765421757,0.508702247654217573898790708264600224043427632958553552642530,0.508702247654217573898790708264600224043427632958553552642531,0.00028921604568563120,0.000289216045685631201989458437461983287981986970401742964537,0.000289216045685631201989458437461983287981986970401742964538,True,interior,True,False,equally_weighted_Pauli_axes,False
799/2000,0.3995,40401/1000000,959599/1000000,1/3,0.96612646336967018,0.50832789983996631,0.508327899839966305660576911531323528519436422138344776299261,0.508327899839966305660576911531323528519436422138344776299262,0.50861428226042877,0.508614282260428772378249409373504284635438247399091582592938,0.508614282260428772378249409373504284635438247399091582592939,0.00028638242046246672,0.000286382420462466717672497842180756116001825260746806293677,0.000286382420462466717672497842180756116001825260746806293678,True,interior,True,False,equally_weighted_Pauli_axes,False
2/5,0.4,1/25,24/25,1/3,0.96646471950819501,0.50824323195502125,0.508243231955021245602245251434872079423015660612989088078708,0.508243231955021245602245251434872079423015660612989088078709,0.50852679434294454,0.508526794342944538362148151353490681736536069985658356009111,0.508526794342944538362148151353490681736536069985658356009112,0.00028356238792329276,0.000283562387923292759902899918618602313520409372669267930403,0.000283562387923292759902899918618602313520409372669267930404,True,interior,True,False,equally_weighted_Pauli_axes,False
801/2000,0.4005,39601/1000000,960399/1000000,1/3,0.96680124750538389,0.50815902730580988,0.508159027305809878683104700916527356157732618865942394025972,0.508159027305809878683104700916527356157732618865942394025973,0.50843978326145668,0.508439783261456680719494757249870683074493382377633191749903,0.508439783261456680719494757249870683074493382377633191749904,0.00028075595564680204,0.000280755955646802036390056333343326916760763511690797723931,0.000280755955646802036390056333343326916760763511690797723932,True,interior,True,False,equally_weighted_Pauli_axes,False
401/1000,0.401,9801/250000,240199/250000,1/3,0.96713604798930256,0.50807528524845594,0.508075285248455939127930456962466228561981686707681831996674,0.508075285248455939127930456962466228561981686707681831996675,0.50835324837961491,0.508353248379614909511190452376182012507716609164400645891156,0.508353248379614909511190452376182012507716609164400645891157,0.00027796313115897038,0.000277963131158970383259995413715783945734922456718813894481,0.000277963131158970383259995413715783945734922456718813894482,True,interior,True,False,equally_weighted_Pauli_axes,False
803/2000,0.4015,38809/1000000,961191/1000000,1/3,0.96746912158456542,0.50799200514308103,0.507992005143081029906638056234934122543347199031933213463389,0.507992005143081029906638056234934122543347199031933213463390,0.50826718906501434,0.508267189065014341513771933884708978965666123158254361815898,0.508267189065014341513771933884708978965666123158254361815899,0.00027518392193331161,0.000275183921933311607133877649774856422318924126321148352509,0.000275183921933311607133877649774856422318924126321148352510,True,interior,True,False,equally_weighted_Pauli_axes,False
201/500,0.402,2401/62500,60099/62500,1/3,0.96780046891234021,0.50790918635379197,0.507909186353791965549509034829598691431586408134120253010485,0.507909186353791965549509034829598691431586408134120253010486,0.50818160468918310,0.508181604689183095756006576541097186573258172582520618097304,0.508181604689183095756006576541097186573258172582520618097305,0.00027241833539113021,0.000272418335391130206497541711498495141671764448400365086818,0.000272418335391130206497541711498495141671764448400365086819,True,interior,True,False,equally_weighted_Pauli_axes,False
161/400,0.4025,1521/40000,38479/40000,1/3,0.96813009059035279,0.50782682824866821,0.507826828248668206609449769971672226589513848740438442186049,0.507826828248668206609449769971672226589513848740438442186050,0.50809649462756998,0.508096494627569978596936825682602898882284436605068487674000,0.508096494627569978596936825682602898882284436605068487674001,0.00026966637890177199,0.000269666378901771987487055710930672292770587864630045487951,0.000269666378901771987487055710930672292770587864630045487952,True,interior,True,False,equally_weighted_Pauli_axes,False
403/1000,0.403,9409/250000,240591/250000,1/3,0.96845798723289182,0.50774493019974939,0.507744930199749385288879928045089865024338606367275704672304,0.507744930199749385288879928045089865024338606367275704672305,0.50801185825953226,0.508011858259532257877951423249219654388551315512586438864156,0.508011858259532257877951423249219654388551315512586438864157,0.00026692805978287259,0.000266928059782872589071495204129789364212709145310734191851,0.000266928059782872589071495204129789364212709145310734191852,True,interior,True,False,equally_weighted_Pauli_axes,False
807/2000,0.4035,37249/1000000,962751/1000000,1/3,0.96878415945081345,0.50766349158302292,0.507663491583022921752941693306778027271860126651652427796865,0.507663491583022921752941693306778027271860126651652427796866,0.50792769496832353,0.507927694968323525685413412264868201477052391641319118500847,0.507927694968323525685413412264868201477052391641319118500848,0.00026420338530060393,0.000264203385300603932471718958090174205192264989666690703981,0.000264203385300603932471718958090174205192264989666690703982,True,interior,True,False,equally_weighted_Pauli_axes,False
101/250,0.404,576/15625,15049/15625,1/3,0.96910860785154591,0.50758251177841173,0.507582511778411730654785426170242669798220165406289950938700,0.507582511778411730654785426170242669798220165406289950938701,0.50784400414108165,0.507844004141081649264298157958432938019257843881930574599291,0.507844004141081649264298157958432938019257843881930574599292,0.00026149236266991861,0.000261492362669918609512731788190268221037678475640623660590,0.000261492362669918609512731788190268221037678475640623660591,True,interior,True,False,equally_weighted_Pauli_axes,False
809/2000,0.4045,36481/1000000,963519/1000000,1/3,0.96943133303909416,0.50750199016976202,0.507501990169762017402721898937151746732478620147460158758732,0.507501990169762017402721898937151746732478620147460158758733,0.50776078516881681,0.507760785168816809627189195876709035085360022661833904854530,0.507760785168816809627189195876709035085360022661833904854531,0.00025879499905479222,0.000258794999054792224467296939557288352881402514373746095798,0.000258794999054792224467296939557288352881402514373746095799,True,interior,True,False,equally_weighted_Pauli_axes,False
81/200,0.405,361/10000,9639/10000,1/3,0.96975233561404448,0.50742192614483116,0.507421926144831163703036077359831693144801603796765418715916,0.507421926144831163703036077359831693144801603796765418715917,0.50767803744639963,0.507678037446399627406845852187929765116988522087968895807235,0.507678037446399627406845852187929765116988522087968895807236,0.00025611130156846370,0.000256111301568463703809774828098071972186918291203477091318,0.000256111301568463703809774828098071972186918291203477091319,True,interior,True,False,equally_weighted_Pauli_axes,False
811/2000,0.4055,35721/1000000,964279/1000000,1/3,0.97007161617356900,0.50734231909527570,0.507342319095275701916232852671450310177579845971268462993185,0.507342319095275701916232852671450310177579845971268462993186,0.50759576037254938,0.507595760372549375504394559580362812825842292320477111092348,0.507595760372549375504394559580362812825842292320477111092349,0.00025344127727367359,0.000253441277273673588161706908912502648262446349208648099162,0.000253441277273673588161706908912502648262446349208648099163,True,interior,True,False,equally_weighted_Pauli_axes,False
203/500,0.406,2209/62500,60291/62500,1/3,0.97038917531143025,0.50726316841663938,0.507263168416639377768431472188313879405631243191460689886970,0.507263168416639377768431472188313879405631243191460689886971,0.50751395334982228,0.507513953349822278089005891770925813252964823217188454216015,0.507513953349822278089005891770925813252964823217188454216016,0.00025078493318290032,0.000250784933182900320574419582611933847333580025727764329045,0.000250784933182900320574419582611933847333580025727764329046,True,interior,True,False,equally_weighted_Pauli_axes,False
813/2000,0.4065,34969/1000000,965031/1000000,1/3,0.97070501361798562,0.50718447350834130,0.507184473508341300963542955990515088789459089960899554911693,0.507184473508341300963542955990515088789459089960899554911694,0.50743261578459990,0.507432615784599895508701836099786965656527114593171975708545,0.507432615784599895508701836099786965656527114593171975708546,0.00024814227625859455,0.000248142276258594545158880109271876867068024632272420796851,0.000248142276258594545158880109271876867068024632272420796852,True,interior,True,False,equally_weighted_Pauli_axes,False
407/1000,0.407,8649/250000,241351/250000,1/3,0.97101913168019188,0.50710623377366418,0.507106233773664183245753808531037798554064091615812619859720,0.507106233773664183245753808531037798554064091615812619859721,0.50735174708707759,0.507351747087077594675692989874486578185542291968657799124704,0.507351747087077594675692989874486578185542291968657799124705,0.00024551331341341143,0.000245513313413411429939181343448779631478200352845179264983,0.000245513313413411429939181343448779631478200352845179264984,True,interior,True,False,equally_weighted_Pauli_axes,False
163/400,0.4075,1369/40000,38631/40000,1/3,0.97133153008160960,0.50702844861974266,0.507028448619742663465700120635862884570400154112390617445168,0.507028448619742663465700120635862884570400154112390617445169,0.50727134667125310,0.507271346671253104493373472376597298492328877280730275130710,0.507271346671253104493373472376597298492328877280730275130711,0.00024289805151044103,0.000242898051510441027673351740734413921928723168339657685542,0.000242898051510441027673351740734413921928723168339657685543,True,interior,True,False,equally_weighted_Pauli_axes,False
51/125,0.408,529/15625,15096/15625,1/3,0.97164220940240755,0.50695111745755172,0.506951117457551719207548989914425028618346955511274555915932,0.506951117457551719207548989914425028618346955511274555915933,0.50719141395491516,0.507191413954915155895802658578986752601978810455453626953909,0.507191413954915155895802658578986752601978810455453626953910,0.00024029649736343669,0.000240296497363436688253668664561723983631854944179071037976,0.000240296497363436688253668664561723983631854944179071037977,True,interior,True,False,equally_weighted_Pauli_axes,False
